"","Year","Month","Day","totflfAs","totflfAsstd","seedsfAs","seedsfAsstd","leafflfAs","leafflfAsstd","fruitflfAs","fruitflfAsstd","flowerflfAs","flowerflfAsstd","branchflfAs","branchflfAsstd"
"1",2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2013,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2013,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2013,5,NA,0.688889763779528,0.0546282152721205,NA,NA,0.584165354330709,0.0498850087687828,0.0125089477451682,0.00403300158619766,0.00987064116985377,0.00182132590796583,0.079002624671916,0.0201138836383972
"6",2013,6,NA,0.126125984251968,0.011270039020676,NA,NA,0.102858267716535,0.00987420830581602,0.00258717660292463,0.000489997126002868,0.00793025871766029,0.00218966195549652,0.0201209223847019,0.00607126911038599
"7",2013,7,NA,0.132291338582677,0.0119714686288743,NA,NA,0.120771653543307,0.0103409624489701,0.00329724409448819,0.000852717767270518,0.00913167104111986,0.0030352724831015,0.00403543307086614,0.000646317132259134
"8",2013,8,NA,0.176338582677165,0.0131631646981698,NA,NA,0.141362204724409,0.0100604695678729,0.00742782152230971,0.00219644650920576,0.0238079615048119,0.00985542897950525,0.0155905511811024,0.0042843205324871
"9",2013,9,NA,0.158149606299213,0.0144005627118901,NA,NA,0.126913385826772,0.0114277631241146,0.00566765091863517,0.00150419326198386,0.00755686789151356,0.00245855452592668,0.0136295463067117,0.00275139971260012
"10",2013,10,NA,0.180047244094488,0.0161191662570279,NA,NA,0.12907874015748,0.0103039571852954,0.00598254022595002,0.00133482667757904,0.00551181102362205,0.00096894737760891,0.0379483814523185,0.0134668863783404
"11",2013,11,NA,0.253574803149606,0.025821611517188,NA,NA,0.177015748031496,0.0145955652418026,0.0152805118110236,0.00498606171305625,0.0078740157480315,NA,0.0462777380100215,0.0164684482008025
"12",2013,12,NA,0.158094488188976,0.0209174773355134,NA,NA,0.116976377952756,0.016560209378137,0.00414206036745407,0.00106779817881272,0.00921259842519685,0.00294308126348129,0.0251968503937008,0.0069172791397703
"13",2014,1,NA,0.225787401574803,0.0373996925897439,NA,NA,0.149456692913386,0.0132625473781243,0.00819613457408733,0.00215414645347793,0.00898950131233596,0.00191690914819005,0.0567913385826772,0.0286431705340625
"14",2014,2,NA,0.253062992125984,0.0796155060279776,NA,NA,0.156299212598425,0.0251681933905194,0.00653543307086614,0.00195605679330436,0.00595472440944882,0.000953793820895606,0.0467913385826772,0.0200717998292598
"15",2014,3,NA,0.263637795275591,0.0253279926697931,NA,NA,0.172834645669291,0.0139895228562962,0.016625656167979,0.00575364443378653,0.000196850393700787,NA,0.0459880014998125,0.00910988637632673
"16",2014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2014,5,NA,0.298267716535433,0.0252820210992156,NA,NA,0.224362204724409,0.0148346387035999,0.0186489846663904,0.00469742662940587,0.00649606299212598,0.00102109520545548,0.0350236220472441,0.0117099785331654
"18",2014,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2014,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2014,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2014,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2014,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2014,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
