plot_code,sub_plot,tree_tag,year,month,day,pom_height,dbh_first_year_cm,dendrometer_reading_mm,comments,dendrometer_pom,dbh_first_mm,totaldbh,status_code_aintact_bmoved_cbroken,mortality_aalive_ddead
ESP-01,25,707,2010,7,21,,10.1,0,,,,,,
ESP-01,25,708,2010,7,21,,20.3,1.3,,,,,,
ESP-01,1,7,2010,10,13,,10.9,2.2,,,,,,
ESP-01,1,8,2010,10,13,,14,-1.1,,,,,,
ESP-01,1,10,2010,10,13,,11.7,1.5,,,,,,
ESP-01,1,12,2010,10,13,,13.9,7.5,,,,,,
ESP-01,1,20,2010,10,13,,30.5,30.5,,,,,,
ESP-01,1,21,2010,10,13,,10.3,0.7,,,,,,
ESP-01,1,26,2010,10,13,,20,-0.5,,,,,,
ESP-01,1,27,2010,10,13,,21.3,3.9,,,,,,
ESP-01,1,28,2010,10,13,,25.5,4.8,,,,,,
ESP-01,2,38,2010,10,13,,15.6,19.7,,,,,,
ESP-01,2,40,2010,10,13,,36.7,13.1,,,,,,
ESP-01,2,41,2010,10,13,,12,4.6,,,,,,
ESP-01,2,42,2010,10,13,,12.9,4.8,,,,,,
ESP-01,2,43,2010,10,13,,16.1,5.3,,,,,,
ESP-01,2,44,2010,10,13,,17.9,0,,,,,,
ESP-01,2,46,2010,10,13,,15.9,2,,,,,,
ESP-01,2,47,2010,10,13,,13.6,-0.9,,,,,,
ESP-01,3,56,2010,10,13,,20.7,6.8,,,,,,
ESP-01,3,57,2010,10,13,,12,11.3,,,,,,
ESP-01,3,59,2010,10,13,,25.8,6.6,,,,,,
ESP-01,3,63,2010,10,13,,23.3,-2.4,,,,,,
ESP-01,3,63.1,2010,10,13,,33.3,0,,,,,,
ESP-01,3,64,2010,10,13,,13.9,-0.6,,,,,,
ESP-01,3,67,2010,10,13,,14.9,0.3,,,,,,
ESP-01,3,68,2010,10,13,,13.9,-7.1,,,,,,
ESP-01,4,71,2010,10,13,,15.1,0,,,,,,
ESP-01,4,72,2010,10,13,,23.9,6.3,,,,,,
ESP-01,4,73,2010,10,13,,22.1,17.1,,,,,,
ESP-01,4,74,2010,10,13,,13.2,0.5,,,,,,
ESP-01,4,75,2010,10,13,,11.3,0,,,,,,
ESP-01,4,77,2010,10,13,,43.3,17.4,,,,,,
ESP-01,4,86,2010,10,13,,13.9,-0.9,,,,,,
ESP-01,4,87,2010,10,13,,24.7,10.1,,,,,,
ESP-01,5,89,2010,10,13,,14.4,3.5,,,,,,
ESP-01,5,90,2010,10,13,,22.3,5.2,,,,,,
ESP-01,5,91,2010,10,13,,19.5,-0.5,,,,,,
ESP-01,5,92,2010,10,13,,22.6,0,,,,,,
ESP-01,5,93,2010,10,13,,21.9,4.3,,,,,,
ESP-01,5,97,2010,10,13,,38.1,3.4,,,,,,
ESP-01,5,103,2010,10,13,,18.9,1.4,,,,,,
ESP-01,5,104,2010,10,13,,22.5,5.3,,,,,,
ESP-01,6,106,2010,10,13,,16.7,1.1,,,,,,
ESP-01,6,107,2010,10,13,,15.6,2,,,,,,
ESP-01,6,110,2010,10,13,,12,5.6,,,,,,
ESP-01,6,116,2010,10,13,,15.2,0.9,,,,,,
ESP-01,6,120,2010,10,13,,22.4,8.4,,,,,,
ESP-01,6,127,2010,10,13,,11.9,0,,,,,,
ESP-01,6,128,2010,10,13,,19.7,10,,,,,,
ESP-01,6,129,2010,10,13,,21.1,12,,,,,,
ESP-01,6,131,2010,10,13,,21.7,8.2,,,,,,
ESP-01,7,137,2010,10,13,,10.4,0.8,,,,,,
ESP-01,7,138,2010,10,13,,19.5,4.3,,,,,,
ESP-01,7,139,2010,10,13,,13.7,0,,,,,,
ESP-01,7,140,2010,10,13,,17.6,1.3,,,,,,
ESP-01,7,141,2010,10,13,,19.5,28.4,,,,,,
ESP-01,7,143,2010,10,13,,13.8,0,,,,,,
ESP-01,7,147,2010,10,13,,23.6,6.5,,,,,,
ESP-01,7,148,2010,10,13,,11.1,,,,,,,
ESP-01,7,149,2010,10,13,,13.4,,,,,,,
ESP-01,8,166,2010,10,13,,17.2,12.5,,,,,,
ESP-01,8,170,2010,10,13,,18.7,-1,,,,,,
ESP-01,8,183,2010,10,13,,15.4,11.2,,,,,,
ESP-01,8,184,2010,10,13,,13,1.3,,,,,,
ESP-01,8,186,2010,10,13,,17.4,22.7,,,,,,
ESP-01,8,187,2010,10,13,,19,17,,,,,,
ESP-01,8,189,2010,10,13,,14.4,11.1,,,,,,
ESP-01,8,193,2010,10,13,,13,0,,,,,,
ESP-01,9,203,2010,10,13,,11.4,4.3,,,,,,
ESP-01,9,204,2010,10,13,,14.1,7.3,,,,,,
ESP-01,9,205,2010,10,13,,18.1,-2.1,,,,,,
ESP-01,9,206,2010,10,13,,10.8,0,,,,,,
ESP-01,9,224,2010,10,13,,15.2,13,,,,,,
ESP-01,9,225,2010,10,13,,14.5,-0.5,,,,,,
ESP-01,9,226,2010,10,13,,23.1,,,,,,,
ESP-01,9,227,2010,10,13,,17.3,0,,,,,,
ESP-01,10,238,2010,10,13,,42.1,23.2,,,,,,
ESP-01,10,240,2010,10,13,,23.2,8,,,,,,
ESP-01,10,241,2010,10,13,,11.4,4.4,,,,,,
ESP-01,10,242,2010,10,13,,10.6,2.1,,,,,,
ESP-01,10,243,2010,10,13,,14.9,-1.3,,,,,,
ESP-01,10,245,2010,10,13,,16.3,1.7,,,,,,
ESP-01,10,249,2010,10,13,,18.3,10.4,,,,,,
ESP-01,10,253,2010,10,13,,15.9,3.7,,,,,,
ESP-01,11,267,2010,10,13,,16.3,1.2,,,,,,
ESP-01,11,270,2010,10,13,,11.1,0.8,,,,,,
ESP-01,11,271,2010,10,13,,15.5,2.4,,,,,,
ESP-01,11,272,2010,10,13,,15.8,11.8,,,,,,
ESP-01,11,273,2010,10,13,,14,0,,,,,,
ESP-01,11,278,2010,10,13,,17,11.6,,,,,,
ESP-01,11,281,2010,10,13,,25.1,14.4,,,,,,
ESP-01,11,282,2010,10,13,,19.8,2.9,,,,,,
ESP-01,11,284,2010,10,13,,20.8,9.5,,,,,,
ESP-01,12,300,2010,10,13,,16.4,-0.6,,,,,,
ESP-01,12,302,2010,10,13,,21.9,0,,,,,,
ESP-01,12,303,2010,10,13,,14.9,0.5,,,,,,
ESP-01,12,304,2010,10,13,,17,3.6,,,,,,
ESP-01,12,305,2010,10,13,,12.8,21.5,,,,,,
ESP-01,12,306,2010,10,13,,15.2,10.5,,,,,,
ESP-01,12,310,2010,10,13,,10.6,0,,,,,,
ESP-01,12,311,2010,10,13,,18,18.4,,,,,,
ESP-01,13,329,2010,10,13,,17.7,10.9,,,,,,
ESP-01,13,330,2010,10,13,,10.6,-1,,,,,,
ESP-01,13,331,2010,10,13,,20.2,19.1,,,,,,
ESP-01,13,340,2010,10,13,,11.3,0,,,,,,
ESP-01,13,341,2010,10,13,,12.9,0,,,,,,
ESP-01,13,342,2010,10,13,,16.1,12.8,,,,,,
ESP-01,13,354,2010,10,13,,10.3,9.2,,,,,,
ESP-01,13,355,2010,10,13,,10.6,3.7,,,,,,
ESP-01,14,357,2010,10,13,,12,3.6,,,,,,
ESP-01,14,358,2010,10,13,,15.3,5.3,,,,,,
ESP-01,14,359,2010,10,13,,14,3.6,,,,,,
ESP-01,14,365,2010,10,13,,10.2,15.2,,,,,,
ESP-01,14,366,2010,10,13,,17.8,10.4,,,,,,
ESP-01,14,367,2010,10,13,,16.3,,,,,,,
ESP-01,14,370,2010,10,13,,11.3,3,,,,,,
ESP-01,14,371,2010,10,13,,22.2,-0.4,,,,,,
ESP-01,15,380,2010,10,13,,15.5,10.5,,,,,,
ESP-01,15,381,2010,10,13,,20,0,,,,,,
ESP-01,15,382,2010,10,13,,14.3,2.2,,,,,,
ESP-01,15,383,2010,10,13,,12.9,0,,,,,,
ESP-01,15,384,2010,10,13,,24.2,2.3,,,,,,
ESP-01,15,390,2010,10,13,,14.3,2.5,,,,,,
ESP-01,15,392,2010,10,13,,12,0,,,,,,
ESP-01,16,404,2010,10,13,,19.5,0,,,,,,
ESP-01,16,407,2010,10,13,,13.9,8.9,,,,,,
ESP-01,16,415,2010,10,13,,16.6,-0.5,,,,,,
ESP-01,16,417,2010,10,13,,14.2,16.5,,,,,,
ESP-01,16,418,2010,10,13,,18,10.3,,,,,,
ESP-01,16,419,2010,10,13,,15.2,-1.4,,,,,,
ESP-01,16,425,2010,10,13,,22.9,9.6,,,,,,
ESP-01,16,426,2010,10,13,,17.3,1.6,,,,,,
ESP-01,16,428,2010,10,13,,14.5,0,,,,,,
ESP-01,17,435,2010,10,13,,17.8,10.1,,,,,,
ESP-01,17,436,2010,10,13,,16.2,5.2,,,,,,
ESP-01,17,440,2010,10,13,,18.8,1.4,,,,,,
ESP-01,17,442,2010,10,13,,10.4,0,,,,,,
ESP-01,17,443,2010,10,13,,15.9,6.1,,,,,,
ESP-01,17,444,2010,10,13,,23.9,5,,,,,,
ESP-01,17,445,2010,10,13,,14.4,3.7,,,,,,
ESP-01,17,446,2010,10,13,,14.6,0,,,,,,
ESP-01,18,473,2010,10,13,,13.1,0.5,,,,,,
ESP-01,18,475,2010,10,13,,16.2,4.6,,,,,,
ESP-01,18,476,2010,10,13,,17.1,0,,,,,,
ESP-01,18,482,2010,10,13,,24.3,7.6,,,,,,
ESP-01,18,483,2010,10,13,,23.4,10.5,,,,,,
ESP-01,18,486,2010,10,13,,22.3,-1.9,,,,,,
ESP-01,18,487,2010,10,13,,30,-0.9,,,,,,
ESP-01,18,491,2010,10,13,,22.4,17.6,,,,,,
ESP-01,19,498,2010,10,13,,19.4,0,,,,,,
ESP-01,19,507,2010,10,13,,22.9,5.5,,,,,,
ESP-01,19,509,2010,10,13,,29.3,1.4,,,,,,
ESP-01,19,510,2010,10,13,,16.9,0.7,,,,,,
ESP-01,19,511,2010,10,13,,18.6,,,,,,,
ESP-01,19,512,2010,10,13,,16.4,0,,,,,,
ESP-01,19,514,2010,10,13,,12,7.4,,,,,,
ESP-01,19,515,2010,10,13,,19.6,12.2,,,,,,
ESP-01,19,522,2010,10,13,,29.4,13.6,,,,,,
ESP-01,20,528,2010,10,13,,13,0,,,,,,
ESP-01,20,530,2010,10,13,,17.2,-1,,,,,,
ESP-01,20,535,2010,10,13,,19.7,0,,,,,,
ESP-01,20,536,2010,10,13,,11.5,7.6,,,,,,
ESP-01,20,539,2010,10,13,,15.7,2.2,,,,,,
ESP-01,20,540,2010,10,13,,12.8,0,,,,,,
ESP-01,20,541,2010,10,13,,12.6,7.3,,,,,,
ESP-01,20,542,2010,10,13,,11.1,0,,,,,,
ESP-01,20,543,2010,10,13,,10.6,2,,,,,,
ESP-01,21,548,2010,10,13,,15.9,-1.3,,,,,,
ESP-01,21,549,2010,10,13,,28.8,9.2,,,,,,
ESP-01,21,550,2010,10,13,,16.4,0.7,,,,,,
ESP-01,21,554,2010,10,13,,11.8,-0.5,,,,,,
ESP-01,21,555,2010,10,13,,10.3,,,,,,,
ESP-01,21,562,2010,10,13,,19.7,-0.5,,,,,,
ESP-01,21,564,2010,10,13,,21.2,7,,,,,,
ESP-01,21,565,2010,10,13,,14.9,0.5,,,,,,
ESP-01,21,574,2010,10,13,,44.2,16.9,,,,,,
ESP-01,22,588,2010,10,13,,18,-0.9,,,,,,
ESP-01,22,594,2010,10,13,,33.8,0,,,,,,
ESP-01,22,596,2010,10,13,,10.3,,,,,,,
ESP-01,22,603,2010,10,13,,17.7,1.2,,,,,,
ESP-01,22,608,2010,10,13,,11.2,0,,,,,,
ESP-01,22,609,2010,10,13,,13.3,0.5,,,,,,
ESP-01,22,623,2010,10,13,,14.9,13.1,,,,,,
ESP-01,22,625,2010,10,13,,11.4,1,,,,,,
ESP-01,23,633,2010,10,13,,12.3,0.5,,,,,,
ESP-01,23,634,2010,10,13,,21.4,0,,,,,,
ESP-01,23,638,2010,10,13,,17.4,33.8,,,,,,
ESP-01,23,647,2010,10,13,,24.1,12.2,,,,,,
ESP-01,23,648,2010,10,13,,11.8,0.7,,,,,,
ESP-01,23,657,2010,10,13,,34.7,2.1,,,,,,
ESP-01,23,659,2010,10,13,,13.9,1.1,,,,,,
ESP-01,23,660,2010,10,13,,12.5,-1,,,,,,
ESP-01,24,663,2010,10,13,,15.2,0,,,,,,
ESP-01,24,672,2010,10,13,,17.3,-0.9,,,,,,
ESP-01,24,678,2010,10,13,,12.4,1.1,,,,,,
ESP-01,24,679,2010,10,13,,17.5,0.8,,,,,,
ESP-01,24,680,2010,10,13,,17.2,1.4,,,,,,
ESP-01,24,681,2010,10,13,,11.9,14.4,,,,,,
ESP-01,24,682,2010,10,13,,28.7,-0.3,,,,,,
ESP-01,24,685,2010,10,13,,29,8.5,,,,,,
ESP-01,25,689,2010,10,13,,15.4,0,,,,,,
ESP-01,25,693,2010,10,13,,23.2,10.4,,,,,,
ESP-01,25,694,2010,10,13,,13.9,2.1,,,,,,
ESP-01,25,696,2010,10,13,,14.6,23.8,,,,,,
ESP-01,25,703,2010,10,13,,17.9,0,,,,,,
ESP-01,25,707,2010,10,13,,10.1,0,,,,,,
ESP-01,25,708,2010,10,13,,20.3,1.3,,,,,,
ESP-01,1,7,2011,1,31,,10.9,2.2,,,,,,
ESP-01,1,8,2011,1,31,,14,-1.1,,,,,,
ESP-01,1,10,2011,1,31,,11.7,1.5,,,,,,
ESP-01,1,12,2011,1,31,,13.9,8.3,,,,,,
ESP-01,1,20,2011,1,31,,30.5,38.2,,,,,,
ESP-01,1,21,2011,1,31,,10.3,0.7,,,,,,
ESP-01,1,26,2011,1,31,,20,-0.5,,,,,,
ESP-01,1,27,2011,1,31,,21.3,4.85,,,,,,
ESP-01,1,28,2011,1,31,,25.5,6.9,,,,,,
ESP-01,2,38,2011,1,31,,15.6,25,,,,,,
ESP-01,2,40,2011,1,31,,36.7,16.3,,,,,,
ESP-01,2,41,2011,1,31,,12,7.6,,,,,,
ESP-01,2,42,2011,1,31,,12.9,6,,,,,,
ESP-01,2,43,2011,1,31,,16.1,6.4,,,,,,
ESP-01,2,44,2011,1,31,,17.9,0,,,,,,
ESP-01,2,46,2011,1,31,,15.9,2.3,,,,,,
ESP-01,2,47,2011,1,31,,13.6,-0.8,,,,,,
ESP-01,3,56,2011,1,31,,20.7,8.6,,,,,,
ESP-01,3,57,2011,1,31,,12,13.5,,,,,,
ESP-01,3,59,2011,1,31,,25.8,8.3,,,,,,
ESP-01,3,63,2011,1,31,,23.3,0.6,,,,,,
ESP-01,3,63.1,2011,1,31,,33.3,,muerto.31.01.11,,,,,
ESP-01,3,64,2011,1,31,,13.9,-0.8,,,,,,
ESP-01,3,67,2011,1,31,,14.9,0,,,,,,
ESP-01,3,68,2011,1,31,,13.9,,muerto.31.01.11,,,,,
ESP-01,4,71,2011,1,31,,15.1,0.8,,,,,,
ESP-01,4,72,2011,1,31,,23.9,7.9,,,,,,
ESP-01,4,73,2011,1,31,,22.1,19.4,,,,,,
ESP-01,4,74,2011,1,31,,13.2,1.1,,,,,,
ESP-01,4,75,2011,1,31,,11.3,0,,,,,,
ESP-01,4,77,2011,1,31,,43.3,22.7,,,,,,
ESP-01,4,86,2011,1,31,,13.9,,muerto.31.01.11,,,,,
ESP-01,4,87,2011,1,31,,24.7,11.7,,,,,,
ESP-01,5,89,2011,1,31,,14.4,6.3,,,,,,
ESP-01,5,90,2011,1,31,,22.3,6.05,,,,,,
ESP-01,5,91,2011,1,31,,19.5,-0.7,,,,,,
ESP-01,5,92,2011,1,31,,22.6,0,,,,,,
ESP-01,5,93,2011,1,31,,21.9,5.3,,,,,,
ESP-01,5,97,2011,1,31,,38.1,4.1,,,,,,
ESP-01,5,103,2011,1,31,,18.9,1.4,,,,,,
ESP-01,5,104,2011,1,31,,22.5,6,,,,,,
ESP-01,6,106,2011,1,31,,16.7,1.3,,,,,,
ESP-01,6,107,2011,1,31,,15.6,2.55,,,,,,
ESP-01,6,110,2011,1,31,,12,9.3,,,,,,
ESP-01,6,116,2011,1,31,,15.2,2.2,,,,,,
ESP-01,6,120,2011,1,31,,22.4,12.3,,,,,,
ESP-01,6,127,2011,1,31,,11.9,-0.9,,,,,,
ESP-01,6,128,2011,1,31,,19.7,13.9,,,,,,
ESP-01,6,129,2011,1,31,,21.1,14.7,,,,,,
ESP-01,6,131,2011,1,31,,21.7,10.5,,,,,,
ESP-01,7,137,2011,1,31,,10.4,1,,,,,,
ESP-01,7,138,2011,1,31,,19.5,11.4,,,,,,
ESP-01,7,139,2011,1,31,,13.7,,muerto.31.01.11,,,,,
ESP-01,7,140,2011,1,31,,17.6,1.8,,,,,,
ESP-01,7,141,2011,1,31,,19.5,34.7,,,,,,
ESP-01,7,143,2011,1,31,,13.8,0,,,,,,
ESP-01,7,147,2011,1,31,,23.6,8.05,,,,,,
ESP-01,7,148,2011,1,31,,11.1,,,,,,,
ESP-01,7,149,2011,1,31,,13.4,,,,,,,
ESP-01,8,166,2011,1,31,,17.2,14.9,,,,,,
ESP-01,8,170,2011,1,31,,18.7,-1,,,,,,
ESP-01,8,183,2011,1,31,,15.4,13.3,,,,,,
ESP-01,8,184,2011,1,31,,13,2.1,,,,,,
ESP-01,8,186,2011,1,31,,17.4,26.5,,,,,,
ESP-01,8,187,2011,1,31,,19,24,,,,,,
ESP-01,8,189,2011,1,31,,14.4,13.2,,,,,,
ESP-01,8,193,2011,1,31,,13,0,,,,,,
ESP-01,9,203,2011,1,31,,11.4,4.4,,,,,,
ESP-01,9,204,2011,1,31,,14.1,9.55,,,,,,
ESP-01,9,205,2011,1,31,,18.1,,muerto.31.01.11,,,,,
ESP-01,9,206,2011,1,31,,10.8,0,,,,,,
ESP-01,9,224,2011,1,31,,15.2,14.3,,,,,,
ESP-01,9,225,2011,1,31,,14.5,-0.5,,,,,,
ESP-01,9,226,2011,1,31,,23.1,,,,,,,
ESP-01,9,227,2011,1,31,,17.3,-0.9,,,,,,
ESP-01,10,238,2011,1,31,,42.1,29.4,,,,,,
ESP-01,10,240,2011,1,31,,23.2,10.25,,,,,,
ESP-01,10,241,2011,1,31,,11.4,5.1,,,,,,
ESP-01,10,242,2011,1,31,,10.6,2.9,,,,,,
ESP-01,10,243,2011,1,31,,14.9,-1.3,,,,,,
ESP-01,10,245,2011,1,31,,16.3,1.8,,,,,,
ESP-01,10,249,2011,1,31,,18.3,20,,,,,,
ESP-01,10,253,2011,1,31,,15.9,6,,,,,,
ESP-01,11,267,2011,1,31,,16.3,1.4,,,,,,
ESP-01,11,270,2011,1,31,,11.1,0.8,,,,,,
ESP-01,11,271,2011,1,31,,15.5,3.6,,,,,,
ESP-01,11,272,2011,1,31,,15.8,13.8,,,,,,
ESP-01,11,273,2011,1,31,,14,0,,,,,,
ESP-01,11,278,2011,1,31,,17,14.5,,,,,,
ESP-01,11,281,2011,1,31,,25.1,19.5,,,,,,
ESP-01,11,282,2011,1,31,,19.8,4.55,,,,,,
ESP-01,11,284,2011,1,31,,20.8,12.05,,,,,,
ESP-01,12,300,2011,1,31,,16.4,0,,,,,,
ESP-01,12,302,2011,1,31,,21.9,0,,,,,,
ESP-01,12,303,2011,1,31,,14.9,0.8,,,,,,
ESP-01,12,304,2011,1,31,,17,5.2,,,,,,
ESP-01,12,305,2011,1,31,,12.8,27.25,,,,,,
ESP-01,12,306,2011,1,31,,15.2,13,,,,,,
ESP-01,12,310,2011,1,31,,10.6,0,,,,,,
ESP-01,12,311,2011,1,31,,18,25.4,,,,,,
ESP-01,13,329,2011,1,31,,17.7,15.2,,,,,,
ESP-01,13,330,2011,1,31,,10.6,,"Imposible de medir, dendrometro aplastado por otro arbo paralelo",,,,,
ESP-01,13,331,2011,1,31,,20.2,23.6,,,,,,
ESP-01,13,340,2011,1,31,,11.3,-0.8,,,,,,
ESP-01,13,341,2011,1,31,,12.9,0,,,,,,
ESP-01,13,342,2011,1,31,,16.1,13.6,,,,,,
ESP-01,13,354,2011,1,31,,10.3,10.9,,,,,,
ESP-01,13,355,2011,1,31,,10.6,3.8,,,,,,
ESP-01,14,357,2011,1,31,,12,4.8,,,,,,
ESP-01,14,358,2011,1,31,,15.3,7.3,,,,,,
ESP-01,14,359,2011,1,31,,14,6.6,,,,,,
ESP-01,14,365,2011,1,31,,10.2,19.85,,,,,,
ESP-01,14,366,2011,1,31,,17.8,14.1,,,,,,
ESP-01,14,367,2011,1,31,,16.3,,,,,,,
ESP-01,14,370,2011,1,31,,11.3,3,,,,,,
ESP-01,14,371,2011,1,31,,22.2,-0.4,,,,,,
ESP-01,15,380,2011,1,31,,15.5,15.4,,,,,,
ESP-01,15,381,2011,1,31,,20,0,,,,,,
ESP-01,15,382,2011,1,31,,14.3,2.5,,,,,,
ESP-01,15,383,2011,1,31,,12.9,0,,,,,,
ESP-01,15,384,2011,1,31,,24.2,4.6,,,,,,
ESP-01,15,390,2011,1,31,,14.3,3.05,,,,,,
ESP-01,15,392,2011,1,31,,12,0,,,,,,
ESP-01,16,404,2011,1,31,,19.5,1.3,,,,,,
ESP-01,16,407,2011,1,31,,13.9,12.2,,,,,,
ESP-01,16,415,2011,1,31,,16.6,-0.7,,,,,,
ESP-01,16,417,2011,1,31,,14.2,21.2,,,,,,
ESP-01,16,418,2011,1,31,,18,15.3,,,,,,
ESP-01,16,419,2011,1,31,,15.2,-1.4,,,,,,
ESP-01,16,425,2011,1,31,,22.9,12.2,,,,,,
ESP-01,16,426,2011,1,31,,17.3,1.5,,,,,,
ESP-01,16,428,2011,1,31,,14.5,0,,,,,,
ESP-01,17,435,2011,1,31,,17.8,16.4,,,,,,
ESP-01,17,436,2011,1,31,,16.2,6.3,,,,,,
ESP-01,17,440,2011,1,31,,18.8,1.25,,,,,,
ESP-01,17,442,2011,1,31,,10.4,0,,,,,,
ESP-01,17,443,2011,1,31,,15.9,7.2,,,,,,
ESP-01,17,444,2011,1,31,,23.9,6.4,,,,,,
ESP-01,17,445,2011,1,31,,14.4,3.8,,,,,,
ESP-01,17,446,2011,1,31,,14.6,1,,,,,,
ESP-01,18,473,2011,1,31,,13.1,0.7,,,,,,
ESP-01,18,475,2011,1,31,,16.2,6,,,,,,
ESP-01,18,476,2011,1,31,,17.1,0,,,,,,
ESP-01,18,482,2011,1,31,,24.3,9.2,,,,,,
ESP-01,18,483,2011,1,31,,23.4,13.1,,,,,,
ESP-01,18,486,2011,1,31,,22.3,-2,,,,,,
ESP-01,18,487,2011,1,31,,30,-0.8,,,,,,
ESP-01,18,491,2011,1,31,,22.4,19.65,,,,,,
ESP-01,19,498,2011,1,31,,19.4,0,,,,,,
ESP-01,19,507,2011,1,31,,22.9,7,,,,,,
ESP-01,19,509,2011,1,31,,29.3,2.3,,,,,,
ESP-01,19,510,2011,1,31,,16.9,1.7,,,,,,
ESP-01,19,511,2011,1,31,,18.6,,,,,,,
ESP-01,19,512,2011,1,31,,16.4,0,,,,,,
ESP-01,19,514,2011,1,31,,12,12,,,,,,
ESP-01,19,515,2011,1,31,,19.6,12.8,,,,,,
ESP-01,19,522,2011,1,31,,29.4,17.7,,,,,,
ESP-01,20,528,2011,1,31,,13,0,,,,,,
ESP-01,20,530,2011,1,31,,17.2,-1,,,,,,
ESP-01,20,535,2011,1,31,,19.7,0,,,,,,
ESP-01,20,536,2011,1,31,,11.5,7.9,,,,,,
ESP-01,20,539,2011,1,31,,15.7,3.8,,,,,,
ESP-01,20,540,2011,1,31,,12.8,0,,,,,,
ESP-01,20,541,2011,1,31,,12.6,10,,,,,,
ESP-01,20,542,2011,1,31,,11.1,0,,,,,,
ESP-01,20,543,2011,1,31,,10.6,3,,,,,,
ESP-01,21,548,2011,1,31,,15.9,-1,,,,,,
ESP-01,21,549,2011,1,31,,28.8,11,,,,,,
ESP-01,21,550,2011,1,31,,16.4,1.6,,,,,,
ESP-01,21,554,2011,1,31,,11.8,-0.6,,,,,,
ESP-01,21,555,2011,1,31,,10.3,,,,,,,
ESP-01,21,562,2011,1,31,,19.7,0,,,,,,
ESP-01,21,564,2011,1,31,,21.2,10.35,,,,,,
ESP-01,21,565,2011,1,31,,14.9,1.2,,,,,,
ESP-01,21,574,2011,1,31,,44.2,23,,,,,,
ESP-01,22,588,2011,1,31,,18,-0.9,,,,,,
ESP-01,22,594,2011,1,31,,33.8,1.4,,,,,,
ESP-01,22,596,2011,1,31,,10.3,,,,,,,
ESP-01,22,603,2011,1,31,,17.7,1.4,,,,,,
ESP-01,22,608,2011,1,31,,11.2,0,,,,,,
ESP-01,22,609,2011,1,31,,13.3,0.5,,,,,,
ESP-01,22,623,2011,1,31,,14.9,16,,,,,,
ESP-01,22,625,2011,1,31,,11.4,1.4,,,,,,
ESP-01,23,633,2011,1,31,,12.3,0.5,,,,,,
ESP-01,23,634,2011,1,31,,21.4,0,,,,,,
ESP-01,23,638,2011,1,31,,17.4,43.15,,,,,,
ESP-01,23,647,2011,1,31,,24.1,15.2,,,,,,
ESP-01,23,648,2011,1,31,,11.8,0.7,,,,,,
ESP-01,23,657,2011,1,31,,34.7,2.5,,,,,,
ESP-01,23,659,2011,1,31,,13.9,1.4,,,,,,
ESP-01,23,660,2011,1,31,,12.5,-0.5,,,,,,
ESP-01,24,663,2011,1,31,,15.2,0,,,,,,
ESP-01,24,672,2011,1,31,,17.3,-0.9,,,,,,
ESP-01,24,678,2011,1,31,,12.4,1.3,,,,,,
ESP-01,24,679,2011,1,31,,17.5,1,,,,,,
ESP-01,24,680,2011,1,31,,17.2,1.3,,,,,,
ESP-01,24,681,2011,1,31,,11.9,18.1,,,,,,
ESP-01,24,682,2011,1,31,,28.7,0,,,,,,
ESP-01,24,685,2011,1,31,,29,8.6,,,,,,
ESP-01,25,689,2011,1,31,,15.4,0,,,,,,
ESP-01,25,693,2011,1,31,,23.2,12.4,,,,,,
ESP-01,25,694,2011,1,31,,13.9,5,,,,,,
ESP-01,25,696,2011,1,31,,14.6,23.8,,,,,,
ESP-01,25,703,2011,1,31,,17.9,-0.6,,,,,,
ESP-01,25,707,2011,1,31,,10.1,0,,,,,,
ESP-01,25,708,2011,1,31,,20.3,1.1,,,,,,
ESP-01,1,7,2011,4,29,,10.9,2.4,,,,,,
ESP-01,1,8,2011,4,29,,14,-1.2,,,,,,
ESP-01,1,10,2011,4,29,,11.7,1.6,,,,,,
ESP-01,1,12,2011,4,29,,13.9,9,,,,,,
ESP-01,1,20,2011,4,29,,30.5,42.7,,,,,,
ESP-01,1,21,2011,4,29,,10.3,0.7,,,,,,
ESP-01,1,26,2011,4,29,,20,0,,,,,,
ESP-01,1,27,2011,4,29,,21.3,5,,,,,,
ESP-01,1,28,2011,4,29,,25.5,8.1,,,,,,
ESP-01,2,38,2011,4,29,,15.6,27.4,,,,,,
ESP-01,2,40,2011,4,29,,36.7,17.7,,,,,,
ESP-01,2,41,2011,4,29,,12,8.3,,,,,,
ESP-01,2,42,2011,4,29,,12.9,7,,,,,,
ESP-01,2,43,2011,4,29,,16.1,6.7,,,,,,
ESP-01,2,44,2011,4,29,,17.9,0,,,,,,
ESP-01,2,46,2011,4,29,,15.9,2.5,,,,,,
ESP-01,2,47,2011,4,29,,13.6,-0.7,,,,,,
ESP-01,3,56,2011,4,29,,20.7,9.4,,,,,,
ESP-01,3,57,2011,4,29,,12,13.9,,,,,,
ESP-01,3,59,2011,4,29,,25.8,9.1,,,,,,
ESP-01,3,63,2011,4,29,,23.3,1.3,,,,,,
ESP-01,3,63.1,2011,4,29,,33.3,,,,,,,
ESP-01,3,64,2011,4,29,,13.9,-0.8,,,,,,
ESP-01,3,67,2011,4,29,,14.9,0.7,,,,,,
ESP-01,3,68,2011,4,29,,13.9,,,,,,,
ESP-01,4,71,2011,4,29,,15.1,0.8,,,,,,
ESP-01,4,72,2011,4,29,,23.9,8,,,,,,
ESP-01,4,73,2011,4,29,,22.1,19.9,,,,,,
