"","Year","Month","Day","totflfAs","totflfAsstd","seedsfAs","seedsfAsstd","leafflfAs","leafflfAsstd","fruitflfAs","fruitflfAsstd","flowerflfAs","flowerflfAsstd","branchflfAs","branchflfAsstd"
"1",2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2013,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2013,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2013,5,NA,0.871952755905512,0.0836412057722504,NA,NA,0.699228346456693,0.0617720821211351,0.12002624671916,0.0793800705377721,0.0165354330708661,NA,0.083511811023622,0.0201933622974753
"6",2013,6,NA,0.271511811023622,0.0367830320118243,NA,NA,0.236314960629921,0.0346277414244844,0.00736220472440945,0.0017552168417527,0.0187335958005249,NA,0.0213543307086614,0.00745219469264445
"7",2013,7,NA,0.521937007874016,0.0538883601523624,NA,NA,0.438283464566929,0.0393516379384156,0.043644544431946,0.00957758159320108,0.0438582677165354,NA,0.0501889763779528,0.0220971632093936
"8",2013,8,NA,0.947291338582677,0.0782603436062145,NA,NA,0.793385826771654,0.0631264561804236,0.018591426071741,0.00262447505823435,0.0181496062992126,NA,0.137385826771654,0.0328225466608824
"9",2013,9,NA,0.773307086614173,0.0641740495575686,NA,NA,0.696425196850394,0.0582621650898743,0.0202408522464104,0.00716725005334556,0.00899454875832829,NA,0.0560944881889764,0.0127508236531478
"10",2013,10,NA,0.866976377952756,0.10608107617159,NA,NA,0.629889763779528,0.0913536504451003,0.0317686250757117,0.0183126423036555,0.0516535433070866,NA,0.171716535433071,0.0553783679324391
"11",2013,11,NA,0.87644094488189,0.0677655764555036,NA,NA,0.619007874015748,0.0523924414898675,0.0384420697412823,0.0128127814698479,0.0692322834645669,NA,0.168141732283465,0.0353535044242276
"12",2013,12,NA,0.407968503937008,0.0865063850902116,NA,NA,0.265023622047244,0.0179507510277126,0.0146981627296588,0.00460865408545542,0.0703412073490814,NA,0.10607874015748,0.0863265298882072
"13",2014,1,NA,0.64592125984252,0.0760880693678183,NA,NA,0.349496062992126,0.0256124328011501,0.0160236220472441,0.00242950214938169,0.0275984251968504,NA,0.264897637795276,0.0721090289128722
"14",2014,2,NA,0.28940157480315,0.0284298034670329,NA,NA,0.263118110236221,0.0252347946743458,0.0273059617547807,0.00673192798342143,0.00881284070260448,NA,0.0051496062992126,0.00117098024850528
"15",2014,3,NA,0.633433070866142,0.0754766335946283,NA,NA,0.50607874015748,0.063826414508068,0.0181102362204724,0.00801359231360423,0.0110236220472441,NA,0.110125984251969,0.0356788900887681
"16",2014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2014,5,NA,0.834094488188976,0.104190437075391,NA,NA,0.579496062992126,0.0442915539219029,0.0153543307086614,0.00448313868899428,0.0229658792650919,NA,0.230929133858268,0.0809062273023647
"18",2014,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2014,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2014,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2014,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2014,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2014,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
